country,datadate,ew_return,vw_return,period
SAU,2024-05-31,-0.0727585424747165,-0.050371921344281,Recovery
SAU,2024-06-30,0.0113401487447397,-0.0186218015600794,Recovery
SAU,2024-07-31,0.0210366427845376,0.0094350675369876,Recovery
SAU,2024-08-31,-0.0035617159521763,0.0111682401227969,Recovery
SAU,2024-09-30,0.0069684673517279,-0.0107545466673471,Recovery
SAU,2024-10-31,-0.0049156564322255,-0.0075189706981633,Recovery
SAU,2024-11-30,-0.0079119448438365,-0.0012035102488228,Recovery
SAU,2024-12-31,0.0241472435717006,0.022778920335945,Recovery
TZA,2020-04-30,0.0,0.0,Crisis
TZA,2020-05-31,0.0,0.0,Crisis
TZA,2020-06-30,0.0,0.0,Crisis
TZA,2020-07-31,0.0,0.0,Crisis
TZA,2020-08-31,0.0,0.0,Crisis
TZA,2020-09-30,-0.0941176470588235,-0.0941176470588235,Crisis
TZA,2020-10-31,0.0,0.0,Crisis
TZA,2020-11-30,0.0,0.0,Crisis
TZA,2020-12-31,0.0,0.0,Crisis
TZA,2021-01-31,0.0179480179480179,0.0141250838051062,Crisis
TZA,2021-02-28,0.0010835303388494,-0.0038251469585476,Crisis
TZA,2021-03-31,0.0060674619498148,0.0039200406949305,Crisis
TZA,2021-04-30,0.0030959752321981,9.902759518491524e-05,Crisis
TZA,2021-05-31,0.0349488491048593,0.0446479598957615,Crisis
TZA,2021-06-30,0.0115054739939439,0.0141866516224313,Crisis
TZA,2021-07-31,-0.0052027677650808,-0.0018394151668834,Crisis
TZA,2021-08-31,-0.0035683339180354,-0.0055963103224555,Crisis
TZA,2021-09-30,-0.0025974107591754,-0.0109662326830207,Crisis
TZA,2021-10-31,-0.012133494246981,-0.0220793487837497,Crisis
TZA,2021-11-30,-0.0020227230975383,-0.0004628756259039,Crisis
TZA,2021-12-31,0.0138146167557932,0.0164494724549875,Crisis
TZA,2022-01-31,0.0188190944393951,0.0383940506449828,Recovery
TZA,2022-02-28,0.0345323407242911,0.0547640930849031,Recovery
TZA,2022-03-31,0.0034331837998357,0.0122981228069371,Recovery
TZA,2022-04-30,-0.0162499071906737,-0.0017194835189165,Recovery
TZA,2022-05-31,0.0280081079766614,0.027640985332283,Recovery
TZA,2022-06-30,-0.0028952503640835,-0.0157729208025546,Recovery
TZA,2022-07-31,0.0681243802445703,0.0036683116136044,Recovery
TZA,2022-08-31,-0.0055380648259141,0.0142958104624406,Recovery
TZA,2022-09-30,-0.0268807906525974,-0.0117344363586111,Recovery
TZA,2022-10-31,-0.0291878835129408,-0.0050857575368222,Recovery
TZA,2022-11-30,-0.0228376787825978,0.0101767692611009,Recovery
TZA,2022-12-31,-0.0099456994038387,0.0049995071185677,Recovery
TZA,2023-01-31,-0.0039722780437064,0.0118744167815582,Recovery
TZA,2023-02-28,0.0205005168156992,0.0328167902291193,Recovery
TZA,2023-03-31,0.022970315304468,0.0102366921438772,Recovery
TZA,2023-04-30,0.0169735947102541,0.0184322529928665,Recovery
